crossover_method,run,generation,best_fitness,avg_fitness,diversity,fitness_delta,normalized_fitness,inv_best_fitness,inv_avg_fitness
one_point,0,0,0.18526219236850738,0.19801927312612533,0.009058487830077639,0.0,0.0,5.397726268318307,5.049987984629577
one_point,0,1,0.17910118138790132,0.1879461672385534,0.003965627947994438,0.006161010980606063,0.0332556303142042,5.583404915846278,5.3206441719376505
one_point,0,2,0.1672979860305786,0.18164476619561515,0.005294239765021958,0.011803195357322716,0.09696639183776878,5.977322539284379,5.505220523131244
one_point,0,3,0.16248424112796783,0.17492460823059075,0.00775345112912335,0.004813744902610773,0.12294980939894973,6.154405120477583,5.716715866334323
one_point,0,4,0.16047898721694948,0.16527106573581696,0.0034211665046683442,0.0020052539110183565,0.1337736795333897,6.231306578110087,6.050629279351258
one_point,0,5,0.15401618492603303,0.16159117928743363,0.002909969727449632,0.006462802290916447,0.16865830552367922,6.492781961183431,6.188418303470247
one_point,0,6,0.1530267263650894,0.15995227885246274,0.0037475661362001826,0.0009894585609436235,0.17399916081797195,6.5347634951735944,6.251825577907517
one_point,0,7,0.1519459878206253,0.15581627091566722,0.00297170334707925,0.0010807385444641104,0.1798327231365826,6.581242671164422,6.417773807251629
one_point,0,8,0.14751135456562042,0.15216239992777508,0.0017488261708664826,0.004434633255004872,0.20376978875320817,6.779093201682663,6.571882597751191
one_point,0,9,0.14740666544437409,0.15066983991066618,0.001826362446167265,0.00010468912124633745,0.20433487502314762,6.783907722745674,6.63698430693628
one_point,0,10,0.1441046334505081,0.14892180287043255,0.0021060444258848986,0.0033020319938659726,0.22215843606196917,6.939353972885742,6.714888389993781
one_point,0,11,0.14164630323648453,0.14671304488976797,0.001753181273607263,0.002458330214023585,0.23542790125934565,7.059788482739196,6.815980029392137
one_point,0,12,0.13501201820373535,0.14399272854129475,0.0033598749309410696,0.006634285032749182,0.2712381491460426,7.406693171550279,6.944746900648652
one_point,0,13,0.13501201820373535,0.1401923876285553,0.0023197958124643336,0.0,0.2712381491460426,7.406693171550279,7.133004037604945
one_point,0,14,0.13295552390813828,0.13837277514537175,0.0028562674101322173,0.0020564942955970666,0.2823386023432415,7.521255599995345,7.226802903580733
one_point,0,15,0.1296832056045532,0.13486559121608732,0.001922460375175408,0.00327231830358507,0.30000177614977863,7.7110392536875745,7.414734746263215
one_point,0,16,0.1292861025929451,0.1323392697294553,0.0018090769715622228,0.0003971030116081131,0.302145241076601,7.7347235721451435,7.556278992360459
one_point,0,17,0.1272433352470398,0.12995917214155198,0.002258888149984388,0.0020427673459053053,0.31317159955692175,7.858896021253441,7.694665092554701
one_point,0,18,0.123864965736866,0.12724989319046337,0.0018512851070625295,0.0033783695101737843,0.3314072118369158,8.07324267042284,7.858491008807658
one_point,0,19,0.12157838010787964,0.1254612111091614,0.0021736120846915356,0.0022865856289863706,0.34374964177231293,8.225078949347179,7.970527469262646
one_point,0,20,0.11334310394525528,0.1228595500290394,0.002551264877995047,0.008235276162624358,0.3882016481819287,8.822690948997186,8.139309157932626
one_point,0,21,0.11292851060628892,0.11998797810276349,0.004077860008850907,0.00041459333896635975,0.3904395216177655,8.855081321359336,8.334098813172314
one_point,0,22,0.11005187326669694,0.11390475266774494,0.0018697439524121518,0.002876637339591981,0.40596690636267896,9.086541498799829,8.779187851178417
one_point,0,23,0.1043901128768921,0.11247110866308213,0.0026801319932250986,0.005661760389804843,0.4365277041024733,9.579359510989168,8.891093195341151
one_point,0,24,0.10041516095399856,0.10920702964266141,0.0036585842446684763,0.00397495192289353,0.4579835223246118,9.958556376777915,9.156835841394546
one_point,0,25,0.10041516095399856,0.10630500410000482,0.00400352242732341,0.0,0.4579835223246118,9.958556376777915,9.406806402574158
one_point,0,26,0.09858024019002914,0.10230562362670897,0.002681257450977551,0.0018349207639694193,0.4678879757941009,10.143917829318843,9.774538192646718
one_point,0,27,0.09504904794692993,0.10000143121679624,0.001734076109133095,0.00353119224309921,0.48694848780658573,10.520773230523124,9.999756884231047
one_point,0,28,0.09456215524673461,0.0986313599407673,0.002260316868866726,0.00048689270019532105,0.4895766155101964,10.574943247090216,10.138660380837894
one_point,0,29,0.09328189831972122,0.09669762141704559,0.003177448474928161,0.0012802569270133901,0.4964871292563946,10.720078578310929,10.341409064015101
one_point,0,30,0.09252421921491623,0.09494425992767015,0.002876323442156796,0.0007576791048049952,0.5005768957387964,10.807864152985303,10.532384668405834
one_point,0,31,0.09153233987092972,0.09383452951510746,0.001844164760759467,0.000991879343986507,0.5059308178278406,10.924981011400767,10.656944178473472
one_point,0,32,0.0889217598438263,0.09262944842378297,0.0017899171155683622,0.002610580027103418,0.5200220902765152,11.245714840118378,10.795586300360053
one_point,0,33,0.08796605175733566,0.0917025312503179,0.0027750682128604397,0.0009557080864906475,0.5251807687649444,11.367892637331785,10.904705482609574
one_point,0,34,0.08559088641405106,0.08952991523742675,0.002985093680584404,0.0023751653432845937,0.5380013303318729,11.68335039564961,11.169326230476962
one_point,0,35,0.08453726971149444,0.08708964625398319,0.0032278614074870283,0.0010536167025566173,0.5436884955817629,11.828962237016695,11.482289350382032
one_point,0,36,0.08246951824426652,0.08584336019953094,0.001835172491581532,0.0020677514672279296,0.5548497122379652,12.125545240762708,11.648988910578007
one_point,0,37,0.08113636139035225,0.08460732061962287,0.001845067692923384,0.0013331568539142608,0.5620457668504597,12.324778411131648,11.819168524757055
one_point,0,38,0.07918409502506256,0.08266143531004588,0.002117594112840139,0.0019522663652896954,0.5725836231736021,12.628639262016343,12.09739340789142
one_point,0,39,0.07881817153096199,0.08134408522546292,0.001944955334050936,0.0003659234941005701,0.5745587886913064,12.687268599457138,12.293305701608343
one_point,0,40,0.07284472048282624,0.0794963306874037,0.0018479143009491102,0.00597345104813575,0.6068020163664593,13.727642384095237,12.57903870926385
one_point,0,41,0.07275855186581612,0.07792443050344786,0.0024318548742322016,8.616861701012113e-05,0.6072671334845743,13.743899932811706,12.832781205562341
one_point,0,42,0.07015654349327087,0.07516824013590813,0.004053964651195013,0.0026020083725452475,0.6213121382385371,14.253634751278236,13.303313937881658
one_point,0,43,0.06940984931588173,0.07213381203909715,0.0018336053023051185,0.0007466941773891372,0.6253426107696183,14.40696965756897,13.862932081364526
one_point,0,44,0.06858009740710258,0.07208895884752274,0.004204370646465358,0.0008297519087791527,0.6298214086191476,14.581277317041522,13.871557370633225
one_point,0,45,0.06803446650505066,0.07068456281423569,0.003931667787095996,0.0005456309020519245,0.6327665907692465,14.698216259394126,14.147160469359742
one_point,0,46,0.0665982081592083,0.06883901221950847,0.0011550648065033965,0.0014362583458423506,0.6405191620169486,15.01519353817926,14.526435538845117
one_point,0,47,0.06597119256854057,0.06774418436686198,0.0009172658866998352,0.0006270155906677316,0.6439036388098203,15.157901550127635,14.761196819314536
one_point,1,0,0.18350656855106354,0.2039459534923236,0.008170138756129507,0.0,0.0,5.4493665187533455,4.9032357820321115
one_point,1,1,0.1766155403852463,0.19304317201773322,0.010441518946728862,0.006891028165817242,0.03755194280089058,5.661983853939963,5.18016156379038
one_point,1,2,0.1747624934911728,0.1818223904490471,0.0043135776143264385,0.0018530468940735068,0.04764992953076541,5.722018826835305,5.499842443429922
one_point,1,3,0.17082817947864531,0.17751472870111465,0.0030331988402862177,0.003934314012527473,0.06908956541732869,5.853800873199218,5.6333036363426245
one_point,1,4,0.1664591110944748,0.1736437460780144,0.0029954504429723864,0.004369068384170505,0.09289835013096548,6.007445227718536,5.758884288677091
one_point,1,5,0.16091610658168792,0.16893176946640018,0.003060122032208997,0.0055430045127868866,0.12310437793996165,6.214379696743803,5.919514627970949
one_point,1,6,0.15882017314434052,0.16462305962642035,0.0031965748753321724,0.0020959334373474026,0.13452594967930886,6.296389708009372,6.074446239931693
one_point,1,7,0.15441632664203644,0.16025630664428075,0.0022011778556863936,0.004403846502304076,0.15852425413825055,6.47595721118885,6.239965097002882
one_point,1,8,0.1516314504146576,0.15808037579456963,0.0027168095589649886,0.0027848762273788574,0.17370014810960954,6.594894412544129,6.325855876276804
one_point,1,9,0.1471516854763031,0.1539346516132354,0.0033310255624918266,0.004479764938354475,0.1981121622065758,6.795662591975163,6.496220917767043
one_point,1,10,0.14448584991693497,0.14948989786505698,0.0024153153434283998,0.0026658355593681404,0.21263935641230436,6.921045067941455,6.689370485303285
one_point,1,11,0.13783064413070678,0.14564091621637346,0.0023917924776731014,0.006655205786228191,0.24890620963056553,7.25522797255246,6.866155197480005
one_point,1,12,0.13512709766626357,0.14195659735401472,0.003680448877360835,0.0027035464644432072,0.26363890549965585,7.400385391865563,7.04435703787092
one_point,1,13,0.13504537081718446,0.1378719164133072,0.0022312877279267317,8.172684907911676e-05,0.2640842674816515,7.404863928951666,7.253056118739519
one_point,1,14,0.13277847629785539,0.13576180168191593,0.001818560028997926,0.0022668945193290713,0.2764374738939782,7.531284411430923,7.365787886014166
one_point,1,15,0.13176765608787536,0.13361535398761432,0.0012913321345933916,0.001010820209980029,0.2819458337197942,7.589058200101159,7.484113809097768
one_point,1,16,0.13007044726610184,0.13239526564478876,0.0013682438826137426,0.001697208821773516,0.2911945970484009,7.688082365641609,7.55308312609768
one_point,1,17,0.1274905475974083,0.13165632312893868,0.001910009164685425,0.0025798996686935416,0.3052534925367967,7.84365723724518,7.5954757109913995
one_point,1,18,0.12441310834884643,0.12916345765789347,0.0022897033715445843,0.003077439248561867,0.32202367832829615,8.037673647076153,7.7420678887423655
one_point,1,19,0.12246887212991714,0.1266741262773673,0.002305005463557594,0.0019442362189292933,0.3326185918198439,8.165273488153813,7.894209616262031
one_point,1,20,0.12034514999389648,0.12409116939703622,0.002008344537652408,0.0021237221360206615,0.34419159518854725,8.309364280043162,8.058526213692607
one_point,1,21,0.11932801580429077,0.12224968251188596,0.001313375442286701,0.001017134189605709,0.34973436239103395,8.380191466927716,8.179913432407822
one_point,1,22,0.11731343054771423,0.12051531754533448,0.0018172427131277673,0.002014585256576537,0.36071263566203104,8.524100533337876,8.297631560338965
one_point,1,23,0.11173029977083207,0.11941556135813396,0.0030315950441208283,0.005583130776882161,0.39113732738269047,8.950043560318933,8.374047859249348
one_point,1,24,0.10798848110437394,0.11657922949989635,0.0034626705059537834,0.0037418186664581327,0.41152797985907263,9.260161172859794,8.577783765650324
one_point,1,25,0.10447634571790695,0.11182164459824563,0.0038009117286779363,0.003512135386466983,0.4306669971389345,9.57145296072165,8.942732517128189
one_point,1,26,0.10297170168161393,0.1072221717397372,0.0023168051064837913,0.0015046440362930236,0.4388663986544957,9.711311674544058,9.326342280074497
one_point,1,27,0.10284356778860092,0.10534756034215292,0.002607864765487011,0.00012813389301301326,0.43956465100603137,9.723410983218095,9.492298677382797
one_point,1,28,0.10151300829648971,0.103544020819664,0.0011499449712573937,0.001330559492111208,0.4468153968655234,9.850857204646301,9.657634834432253
one_point,1,29,0.09983484375476837,0.10232041720549266,0.001104630877746295,0.0016781645417213442,0.45596038036650566,10.016442616104378,9.773124994855129
one_point,1,30,0.09805398166179657,0.10184296695590019,0.002342347592886761,0.001780862092971791,0.46566500351451157,10.198359971644482,9.818941954932033
one_point,1,31,0.09805398166179657,0.10032750244339309,0.0018241682188503902,0.0,0.46566500351451157,10.198359971644482,9.967257316177083
one_point,1,32,0.09745186549425125,0.09920349285205204,0.0017532637992296314,0.0006021161675453246,0.46894617307862874,10.261370919452236,10.080188621006744
one_point,1,33,0.09393918961286545,0.09829149833520254,0.001994017289661948,0.0035126758813858044,0.4880881357294553,10.645071125799031,10.173716376500519
one_point,1,34,0.09295016193389893,0.09645437128543856,0.002455299255800178,0.0009890276789665114,0.49347773941926165,10.758337810894043,10.36748899178169
one_point,1,35,0.09195266586542129,0.0942792181412379,0.0019389852065487749,0.0009974960684776407,0.49891349071881297,10.875042235548815,10.606678895268729
one_point,1,36,0.09107411509752274,0.09326755111018818,0.0022345713179590223,0.000878550767898556,0.5037010619476547,10.979947694045793,10.721727614473096
one_point,1,37,0.0900855320096016,0.0923041408499082,0.0017857949253406152,0.0009885830879211438,0.5090882428847014,11.100438408411794,10.83363278353087
one_point,1,38,0.08957424283027648,0.0913160334567229,0.0008182954974936201,0.0005112891793251084,0.5118744602030358,11.16379892929522,10.950859463409106
one_point,2,0,0.16719254219532012,0.20242284076213835,0.014305979647626366,0.0,0.0,5.981092253143201,4.940129562975081
one_point,2,1,0.16719254219532012,0.18910269841353103,0.006540271263610722,0.0,0.0,5.981092253143201,5.2881038731099
one_point,2,2,0.16603660047054292,0.179908624513944,0.007122686491886842,0.0011559417247772041,0.006913835447437511,6.022732183349109,5.558346323614802
one_point,2,3,0.1654526661634445,0.1720991916298866,0.00542782516632025,0.0005839343070984104,0.010406421297446622,6.043988164107184,5.810568776998049
one_point,2,4,0.160303706407547,0.1663916648308436,0.002515650022491224,0.00514895975589752,0.041203008802422336,6.238120030348161,6.009880309427159
one_point,2,5,0.15544036066532135,0.16369422833919525,0.004311587745917941,0.004863345742225633,0.07029130232537206,6.433294174213298,6.108913559336535
one_point,2,6,0.15034523403644562,0.15833509564797085,0.0036097080168350044,0.005095126628875735,0.10076590700554633,6.65131392488081,6.315679289094656
one_point,2,7,0.14875586211681366,0.1532972608923912,0.0023152479677755436,0.00158937191963196,0.11027214393910045,6.722378959665971,6.523231210704712
one_point,2,8,0.1470277248620987,0.1502427832007408,0.0015548768746910938,0.001728137254714962,0.12060835410747084,6.80139204728818,6.655849438135483
one_point,2,9,0.143294855594635,0.1487777496616046,0.0021808388693710583,0.00373286926746369,0.14293512310355927,6.978568890567691,6.721389998736295
one_point,2,10,0.13934020799398422,0.14627941501339273,0.003527945958619643,0.003954647600650785,0.16658837670401494,7.176627893474075,6.83618514418656
one_point,2,11,0.13888408184051515,0.14311951403419176,0.0037807393272681006,0.0004561261534690719,0.16931652562429522,7.200197362797557,6.987118560523742
one_point,2,12,0.1335003018975258,0.13978288836280503,0.0021024498819138273,0.0053837799429893585,0.2015176027315494,7.490563655833031,7.153900293605576
one_point,2,13,0.133156653881073,0.1370321769376596,0.002561325148319486,0.00034364801645278553,0.20357300551411683,7.509895006809967,7.297502855494106
one_point,2,14,0.130618241250515,0.13423437114357947,0.002547728682807588,0.0025384126305580124,0.21875557644238552,7.655839908624927,7.449601334438076
one_point,2,15,0.1290403099656105,0.13230298752983413,0.002280360366186036,0.0015779312849044935,0.22819338547492662,7.749456358328197,7.558351177998344
one_point,2,16,0.12212129902839661,0.12981484032670657,0.002295779795002115,0.006919010937213893,0.2695768757093826,8.188512728273107,7.703220173156892
one_point,2,17,0.12179460048675537,0.1272379008769989,0.002836164461105005,0.00032669854164123213,0.27153090151311476,8.210477192965149,7.8592316744915465
one_point,2,18,0.11995683711767197,0.12390850333571435,0.0027585300953439974,0.0018377633690834089,0.28252279950660575,8.33626234040095,8.07040600663735
one_point,2,19,0.11754842948913574,0.12143005703488988,0.0018210690425686138,0.0024084076285362244,0.296927793873655,8.507059577795934,8.235125547105115
one_point,2,20,0.11629156422615052,0.11984777669111886,0.002338089822755957,0.0012568652629852267,0.30444526592403454,8.59900206564653,8.343848202783557
one_point,2,21,0.11250641280412674,0.11803325792153677,0.002554755706674616,0.0037851514220237775,0.32708474118006503,8.88830322443714,8.472116634687106
one_point,2,22,0.11179088258743286,0.1154679085314274,0.002309215745335619,0.0007155302166938771,0.3313644190131706,8.945193307912103,8.660339936683718
one_point,2,23,0.11073345702886582,0.11368079211910566,0.002058759770862922,0.0010574255585670406,0.3376890166577935,9.0306127544322,8.796483424120277
one_point,2,24,0.10724859422445297,0.11162307253479957,0.0021666818626524713,0.003484862804412847,0.3585324272468957,9.324044601112341,8.958641064527036
one_point,2,25,0.10453586047887803,0.11000950269699097,0.002363281734617604,0.002712733745574944,0.374757635081859,9.566003756177974,9.090041182289335
one_point,2,26,0.10269898843765259,0.10758454492886861,0.002951459303688206,0.001836872041225443,0.3857442019293177,9.737099440932099,9.294928985684473
one_point,2,27,0.10086456179618836,0.10527132878899575,0.003007393374628539,0.001834426641464229,0.3967161425277278,9.914186588487224,9.499172398896635
one_point,2,28,0.0990880578160286,0.1027896269619465,0.001997593689525869,0.0017765039801597576,0.4073416402732216,10.091931662693037,9.72851347983512
one_point,2,29,0.0990090326666832,0.10056005388498308,0.0012975835865053735,7.902514934539362e-05,0.40781429980879513,10.09998656768951,9.944207636723378
one_point,2,30,0.0972106250524521,0.09956453192631405,0.0013145809888476833,0.0017984076142311123,0.4185708059939224,10.286835545238894,10.043636393567152
one_point,2,31,0.09640188205242158,0.09830272431770963,0.0009369292880921856,0.0008087430000305179,0.4234080014179008,10.373133859797095,10.172554569428941
one_point,3,0,0.17104291379451753,0.19920556220610935,0.013582398665458977,0.0,0.0,5.846451813546218,5.0199149512220815
one_point,3,1,0.15763754379749298,0.18019249911308288,0.009882927714129538,0.013405369997024547,0.07837430794197697,6.343626221799085,5.54958977389321
one_point,3,2,0.15698860371112824,0.16816764341195428,0.00614179488762453,0.0006489400863647354,0.08216832706833699,6.369848552774675,5.946411766849723
one_point,3,3,0.15352292478084564,0.15876098349889117,0.004286744698455185,0.0034656789302826008,0.10243037039651659,6.5136427526034995,6.298737128129822
one_point,3,4,0.1478206294775009,0.1546614199280739,0.002148786529639987,0.005702295303344734,0.13576876002542093,6.7649098682964,6.465694772298612
one_point,3,5,0.14518346750736236,0.15133043565352755,0.003108072468526414,0.002637161970138552,0.1511868905497098,6.887789149684966,6.608012378138632
one_point,3,6,0.1432263340950012,0.14743946316242215,0.0025382107299956884,0.001957133412361145,0.16262924363492648,6.981907513105775,6.782398661474552
one_point,3,7,0.13863514614105224,0.14496838957071304,0.0019151469251664148,0.004591187953948972,0.18947155970693041,7.213126070184989,6.89800793782208
one_point,3,8,0.13247733783721924,0.14213819792270663,0.0027539756056011964,0.006157808303833001,0.22547309971361373,7.548403884933512,7.035356992402521
one_point,3,9,0.12789244323968887,0.13855820340116817,0.003904997373875838,0.0045848945975303645,0.25227862176545635,7.81900912719873,7.217131561479294
one_point,3,10,0.12584526538848878,0.13367229797244073,0.004217597193648186,0.0020471778512000938,0.26424741840124966,7.946203225920048,7.480925623651245
one_point,3,11,0.12531620693206788,0.12850948177774746,0.002210393495668979,0.0005290584564209,0.26734055125711575,7.979750143506481,7.781466431115328
one_point,3,12,0.12459727478027344,0.1263816620349884,0.001460971263236191,0.0007189321517944436,0.27154377801375373,8.025793308643157,7.912477739416147
one_point,3,13,0.12321923631429672,0.12529407931963604,0.001097349605838122,0.0013780384659767136,0.2796004606053063,8.115550090727867,7.981159399316343
one_point,3,14,0.12177271324396133,0.12437689617474874,0.001417330251928468,0.0014465230703353954,0.2880575374770975,8.21195291956484,8.040013786654002
one_point,3,15,0.1190114638209343,0.12265108292102812,0.0022845407246150744,0.0027612494230270235,0.3042011435568224,8.402481285528179,8.153143233970752
one_point,3,16,0.11211240488290787,0.11986819461385406,0.002861261024965967,0.006899058938026434,0.3445363950149133,8.919540005447233,8.342426953158352
one_point,3,17,0.10638292843103409,0.11633377816081047,0.003935539330463785,0.005729476451873786,0.37803369884801385,9.399916084582962,8.595881780233356
one_point,3,18,0.10532802480459214,0.1110966917216778,0.0039179094891860795,0.0010549036264419498,0.38420117812581234,9.494059228737889,9.001087101838285
one_point,3,19,0.10434510493278504,0.10730852232575418,0.0019967920399292945,0.0009829198718070975,0.38994780539028895,9.583491407217874,9.318837492951928
one_point,3,20,0.10173040610551834,0.1063175745765368,0.002182117601347996,0.0026146988272666982,0.4052346054643795,9.82980613639386,9.405694197678677
one_point,3,21,0.10004707235097886,0.10437318382461865,0.0018977183283782773,0.0016833337545394816,0.4150761926847759,9.995195074742648,9.580913242687613
one_point,3,22,0.09855387467145921,0.10311219544609387,0.002708963370308347,0.0014931976795196505,0.423806152005473,10.146631542413122,9.698079820664523
one_point,3,23,0.09743251317739487,0.10113698193033535,0.0030752852189187933,0.0011213614940643324,0.4303621762755664,10.263409040576457,9.88748223875782
one_point,3,24,0.09625269079208373,0.0988540506442388,0.0016268322600263042,0.0011798223853111411,0.4372599913275744,10.389212006011137,10.115821027686453
one_point,3,25,0.0952712909579277,0.09756284781297046,0.0023855663235580853,0.0009813998341560298,0.44299773171321255,10.49623127506822,10.249698248033393
one_point,3,26,0.09369091486930847,0.09613512465953826,0.0012413868150388356,0.0015803760886192314,0.4522373783817546,10.673279560940847,10.401917110154532
one_point,3,27,0.09302808934450149,0.09527896373470625,0.0014274131240940228,0.0006628255248069814,0.45611257852949805,10.749325904898855,10.495386026639979
one_point,3,28,0.09142115932703018,0.09451290462215743,0.0021027363371403946,0.0016069300174713086,0.4655074723711792,10.938267126494535,10.580453786114814
one_point,3,29,0.09124587339162826,0.093410218000412,0.0018605641752983352,0.00017528593540191983,0.4665322791375822,10.959279620552437,10.705352327121883
one_point,3,30,0.08933428436517715,0.09250910729964575,0.0022529559684407808,0.0019115890264511104,0.47770835760843666,11.193785379495578,10.809629663069575
one_point,3,31,0.08827420419454575,0.0911991921802362,0.0017264406430696818,0.0010600801706314028,0.4839061014793399,11.32820942329564,10.964889175054918
one_point,3,32,0.08639987295866013,0.0896436360100905,0.0017980635492727962,0.0018743312358856234,0.49486435279945795,11.573957134419995,11.155157123817636
one_point,3,33,0.08448552477359772,0.08834634355505308,0.002622702430599676,0.0019143481850624061,0.5060565626524907,11.836207048162345,11.318959458886916
one_point,3,34,0.08440707474946976,0.08648484240571656,0.002105096075605563,7.845002412795732e-05,0.5065152196198421,11.847207781578762,11.562586108705137
one_point,3,35,0.08276183199882507,0.08591160618662835,0.002752613383219433,0.0016452427506446904,0.5161341083194417,12.082718484236938,11.639735358833084
one_point,3,36,0.08153534144163133,0.08383551724950473,0.0016467495588499024,0.0012264905571937462,0.5233047681847618,12.264469834176468,11.927976409419697
one_point,3,37,0.08007488137483597,0.08242153007586797,0.001049722396284265,0.0014604600667953577,0.5318433275111651,12.488154770585545,12.132604993798708
one_point,3,38,0.07973647904396057,0.0817420891781648,0.0028051034082344803,0.00033840233087539806,0.5338217919992171,12.54115394654857,12.233450069649678
one_point,3,39,0.0765728589296341,0.08035459809700647,0.0013328796592978955,0.003163620114326471,0.55231785269032,13.059286993997892,12.444683677082276
one_point,3,40,0.07581414806842804,0.07929114970167477,0.001710126601512146,0.0007587108612060606,0.5567536451144219,13.189976218175236,12.611588962619317
one_point,3,41,0.07377610257267952,0.07739590751628081,0.0019478412502197198,0.002038045495748514,0.5686690495619686,13.554340915121692,12.92041287036753
one_point,3,42,0.07273758244514465,0.07620799566209316,0.0017300242123472862,0.0010385201275348727,0.5747407429428618,13.747862088928441,13.121810506911146
one_point,3,43,0.07216971877217293,0.07432917949358624,0.0013674726037940222,0.0005678636729717218,0.5780607499538154,13.856034926807087,13.453485607232894
one_point,3,44,0.07184909176826478,0.07319907680054506,0.0009483904745573766,0.00032062700390815546,0.5799352912417014,13.917866705379584,13.661187852641076
one_point,4,0,0.19101670825481415,0.20249791127443315,0.008944048943124346,0.0,0.0,5.235116728895198,4.938298155315844
one_point,4,1,0.17748428070545197,0.19423458725611373,0.00757004061437025,0.01353242754936218,0.07084420872393049,5.634270042142611,5.148387142266713
one_point,4,2,0.1719691468477249,0.1866007465839386,0.007609402446025938,0.0055151338577270614,0.0997167293956297,5.814962761446462,5.359006645471951
one_point,4,3,0.16589362561702728,0.1786351128458977,0.00900101495696206,0.006075521230697628,0.13152295873653608,6.027922823181325,5.597972235673648
one_point,4,4,0.1609017745256424,0.17066227946281431,0.004029837097618215,0.004991851091384891,0.1576560187028183,6.214933228765638,5.859491292723513
one_point,4,5,0.1598180696964264,0.16491501200199127,0.003031514123995007,0.0010837048292159923,0.16332936968408607,6.2570755911637015,6.063692590310306
one_point,4,6,0.15501845395565034,0.16084142884810765,0.002867811796683442,0.004799615740776059,0.18845604988199538,6.450803266834439,6.217264978908985
one_point,4,7,0.15010216319561004,0.15660204258362453,0.002771890037574246,0.004916290760040298,0.21419354062276352,6.6620847869596815,6.385571975499834
one_point,4,8,0.14797313165664672,0.15360921622912088,0.0027070524656679293,0.002129031538963322,0.22533932759823183,6.757937950400413,6.509983675229171
one_point,4,9,0.1461262984275818,0.15087333964506786,0.002735734514235714,0.0018468332290649259,0.23500776574659143,6.843348304941004,6.628032323803383
one_point,4,10,0.14432837998867035,0.14776576595306395,0.0024614442608861726,0.0017979184389114444,0.2444201279181405,6.928596243387857,6.767421575143873
one_point,4,11,0.14078693956136704,0.1448378156463305,0.0018310042695838412,0.0035414404273033107,0.2629600790023099,7.102881135383882,6.904226574468921
one_point,4,12,0.13711698323488236,0.1424946159760157,0.0018125708097474547,0.0036699563264846746,0.2821728293423953,7.292989412533916,7.01775976159376
one_point,4,13,0.13342784494161605,0.13965879882176718,0.0029017983454450794,0.0036891382932663086,0.30148600004338466,7.494631317820117,7.160256626720426
